"id","accession number","title","who","image","when","date","numTags"
186836,"86.7.2a, b","Vase with cover (Vase des âges) (one of a pair)",["Sèvres Manufactory","Jean Michel Moreau the Younger","Charles-Nicholas Dodin","Henry-Martin Prévost"],"http://images.metmuseum.org/CRDImages/es/original/DP149970.jpg","A.D. 1600-1800","1782",1
187165,"89.2.13","Tobacco box","Johann Heinrich Giese","http://images.metmuseum.org/CRDImages/es/original/ES80.jpg","A.D. 1600-1800","ca. 1760–65",1
187211,"89.2.120","The Dagmar Cross (replica)",,"http://images.metmuseum.org/CRDImages/es/original/SF89_2_120_img1.jpg","A.D. 1800-1900","second half 19th century",1
187968,"94.11","Portrait of Nathaniel Hawthorne, Executed for the Grolier Club, New York, 1892","Jean-Désiré Ringel d'Illzach","http://images.metmuseum.org/CRDImages/es/original/30725.jpg","A.D. 1800-1900","1892",1
187969,"94.12","Portrait of W.H. Vanderbilt","Jean-Désiré Ringel d'Illzach","http://images.metmuseum.org/CRDImages/es/original/30726.jpg","A.D. 1800-1900","1893",1
188031,"96.12.11,12","Marriage Token of August and Helene Bachofen von Echt","Anton Scharff","http://images.metmuseum.org/CRDImages/es/original/32103.jpg","A.D. 1800-1900","1893",1
18830,"2005.90a, b","Portrait of a Lady","Daniel F. Ames","http://images.metmuseum.org/CRDImages/ap/original/DP118423.jpg","A.D. 1800-1900","ca. 1845",1
188346,"97.15.24","Portrait of Adolphe Brongniart, of the Academy of Sciences, 1880","Louis-Oscar Roty","http://images.metmuseum.org/CRDImages/es/original/1865(d10.jpg","A.D. 1800-1900","1880",1
189227,"07.95.6","Dr. J. Parrat","Paul Dubois","http://images.metmuseum.org/CRDImages/es/original/1997.jpg","A.D. 1800-1900","1875",1
189542,"07.225.279","Bust of Henri IV in oval medallion with blue ground supported by two cupids",,"http://images.metmuseum.org/CRDImages/es/original/4187.jpg","A.D. 1600-1800","18th century",4
189643,"07.225.378.a","Child","François Duquesnoy","http://images.metmuseum.org/CRDImages/es/original/5184.jpg",,"19th century, after 17th century model",1
189758,"07.225.505b","Female bust on an oval medallion draped with a garland (one of a pair)",,"http://images.metmuseum.org/CRDImages/es/original/5126.jpg","A.D. 1600-1800","1770–75",1
189794,"07.225.510.39a, b","Busts",,"http://images.metmuseum.org/CRDImages/es/original/DP109778.jpg","A.D. 1600-1800","ca. 1780",1
189869,"07.225.510.118","Female bust",,"http://images.metmuseum.org/CRDImages/es/original/DP278496.jpg","A.D. 1600-1800","1725–50",4
19015,"2006.7","John Neagle","Daniel Dickinson","http://images.metmuseum.org/CRDImages/ap/original/DP132146.jpg","A.D. 1800-1900","1830",1
190710,"08.89.1a, b","Voltaire (Marie François Arouet, 1694–1778)","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/14342.jpg","A.D. 1600-1800","late 18th century, after a model of 1778",1
190711,"08.89.2a, b","Jean Jacques Rousseau (1712–1778)","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/117887.jpg","A.D. 1600-1800","late 18th century, after a model of 1778",1
190746,"08.165","George Washington (1732–1799)",["Tiffany & Co.","Jean Antoine Houdon","Ferdinand Barbedienne"],"http://images.metmuseum.org/CRDImages/es/original/121469.jpg",,"19th–early 20th century, cast after a model of 1788",1
191095,"09.10.3","In honor of the Episcopal Jubilee of Cardinal Oppizzoni, Archbishop of Bologna","Maldini","http://images.metmuseum.org/CRDImages/es/original/5047.jpg","A.D. 1800-1900","1859",1
191115,"09.47.1","The Lincoln Centenary, 1909","Jules Èdouard Roiné","http://images.metmuseum.org/CRDImages/es/original/5892.jpg","A.D. 1900-present","1909",1
191127,"09.112.1","In Honor of the 300th Anniversary of the Birth of Gustavus Adolphus","Adolf Lindberg","http://images.metmuseum.org/CRDImages/es/original/6039.jpg","A.D. 1800-1900","19th century",1
191489,"10.116.1","Victor Amadeus III of Savoy, IV of Sardinia (born 1726, reigned 1773–96)",,"http://images.metmuseum.org/CRDImages/es/original/8135.jpg","A.D. 1600-1800","late 18th century",1
191566,"10.125.628","Portrait",,"http://images.metmuseum.org/CRDImages/es/original/17618.jpg","A.D. 1600-1800","1780–90",1
191567,"10.125.629","Portrait",,"http://images.metmuseum.org/CRDImages/es/original/17619.jpg","A.D. 1600-1800","1780–90",1
191818,"11.182.1","Francesco Sforza (1401–1466), Fourth Duke of Milan (r. 1450–66)",,"http://images.metmuseum.org/CRDImages/es/original/11567.jpg","A.D. 1400-1600","late 15th century",1
191850,"12.12.6","The Head of Mrs. Russell","Auguste Rodin","http://images.metmuseum.org/CRDImages/es/original/ES267.jpg",,"probably modeled ca. 1890, this cast before 1912",1
19230,"15.152.5","Portrait of Paul de Kock","John Sloan","http://images.metmuseum.org/CRDImages/ap/original/sf15.152.5.jpg",,,1
19232,"16.84","Head of a Spanish Peasant","Gertrude Vanderbilt Whitney","http://images.metmuseum.org/CRDImages/ap/original/34087.jpg","A.D. 1900-present","1911",1
192325,"13.92.2","Portrait of Hercules I (d'Este), 1431-1505, Second Duke of Ferrara","Foligno","http://images.metmuseum.org/CRDImages/es/original/16630.jpg","A.D. 1400-1600","late 15th century",2
192362,"13.155","Saint John the Baptist",,"http://images.metmuseum.org/CRDImages/es/original/18806.jpg","A.D. 1400-1600","late 15th century",1
192363,"13.157.1a, b","Renaissance-style bust of the boy Christ",,"http://images.metmuseum.org/CRDImages/es/original/18829.jpg","A.D. 1800-1900","probably 19th century",1
19260,"1996.552","Portrait of a Girl","Robert Henri","http://images.metmuseum.org/CRDImages/ap/original/262458.jpg","A.D. 1900-present","1924",1
192711,"14.40.670","Louise Brongniart","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/DP105161.jpg","A.D. 1600-1800","1779, after a portrait of 1777",1
192715,"14.40.674","Cardinal Guillaume d'Estouteville (1403–1483), Bishop of Ostia and Cardinal Archbishop of Rouen","Mino da Fiesole (Mino di Giovanni)","http://images.metmuseum.org/CRDImages/es/original/DP241472.jpg","A.D. 1400-1600","third quarter 15th century",1
192717,"14.40.676","Julius Caesar","Andrea di Pietro di Marco Ferrucci","http://images.metmuseum.org/CRDImages/es/original/ES7940.jpg","A.D. 1400-1600","ca. 1512–14",1
192723,"14.40.683","Henri III (1551–1589)","Germain Pilon","http://images.metmuseum.org/CRDImages/es/original/23403.jpg","A.D. 1800-1900","19th century",1
192728,"14.40.688","Young St. John the Baptist","Mino da Fiesole (Mino di Giovanni)","http://images.metmuseum.org/CRDImages/es/original/23392.jpg","A.D. 1400-1600","15th century",1
192742,"14.40.701","Portrait of an unidentified gentleman","Léonard Limosin","http://images.metmuseum.org/CRDImages/es/original/150677.jpg","A.D. 1400-1600","mid-16th century",1
192859,"14.58.133","John Paul Jones (d. 1792)","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/22389.jpg",,"1903, after a model of 1781",1
192901,"14.58.235","George Washington","Giuseppe Ceracchi","http://images.metmuseum.org/CRDImages/es/original/DT2029.jpg","A.D. 1600-1800","1795",1
193106,"14.132.2","Democritus",["Wedgwood  Bentley","Anthony Keeling"],"http://images.metmuseum.org/CRDImages/es/original/26785.jpg","A.D. 1600-1800","18th century",1
19322,"58.157","The Masquerade Dress","Robert Henri","http://images.metmuseum.org/CRDImages/ap/original/DT1362.jpg","A.D. 1900-present","1911",1
193602,"17.190.630","Standing cup","Wolff Christoff Ritter","http://images.metmuseum.org/CRDImages/es/original/DP143692.jpg","A.D. 1600-1800","first half 17th century",1
193706,"17.190.965","Pendant (one of a pair)",,"http://images.metmuseum.org/CRDImages/es/original/DP154238.jpg","A.D. 1400-1600","second half 15th century",2
193707,"17.190.966","Pendant (one of a pair)",,"http://images.metmuseum.org/CRDImages/es/original/DP156275.jpg","A.D. 1400-1600","second half 15th century",2
19376,"2006.444","Portrait of a Boy",,"http://images.metmuseum.org/CRDImages/ap/original/DP146262.jpg","A.D. 1800-1900","1840s",1
194002,"17.190.1408","Boy Saint John","Giovanni della Robbia","http://images.metmuseum.org/CRDImages/es/original/87897171.jpg","A.D. 1400-1600","15th–16th century",1
19431,"2007.19","Portrait of a Man","Gerrit Schipper","http://images.metmuseum.org/CRDImages/ap/original/6212006.jpg","A.D. 1800-1900","1805",1
194448,"17.190.2103","Child",,"http://images.metmuseum.org/CRDImages/es/original/40282.jpg","A.D. 1400-1600","16th century",1
194523,"18.70.26","Saint Antonino, Dominican Archbishop of Florence (b. 1389, archbishop 1446, d. 1459)","Giovanni della Robbia","http://images.metmuseum.org/CRDImages/es/original/40434.jpg","A.D. 1400-1600","first half 16th century",1
194545,"19.29","Bust of a man","Joseph Chinard","http://images.metmuseum.org/CRDImages/es/original/DP224282.jpg",,"ca. 1790–95",1
194652,"21.22","Virgin Mary (probably)","Mino da Fiesole (Mino di Giovanni)","http://images.metmuseum.org/CRDImages/es/original/47526.jpg","A.D. 1400-1600","late 15th century",1
194671,"21.59","Luisa Deti (d. 1557)","Ippolito Buzio","http://images.metmuseum.org/CRDImages/es/original/ES705.jpg","A.D. 1600-1800","1604",2
195072,"24.77","The American Soldier","Sir Jacob Epstein","http://images.metmuseum.org/CRDImages/es/original/119597.jpg","A.D. 1900-present","1917",1
195314,"25.99","Bacchante with vine leaves","Jean-Baptiste Carpeaux","http://images.metmuseum.org/CRDImages/es/original/172224.jpg","A.D. 1800-1900","ca. 1872–75",1
195377,"25.142.27","Borso d'Este, First Duke of Ferrara","Petrecino of Florence","http://images.metmuseum.org/CRDImages/es/original/61744.jpg","A.D. 1400-1600","ca. 1471",1
195458,"26.101.8","Child","Pierino da Vinci","http://images.metmuseum.org/CRDImages/es/original/63472.jpg","A.D. 1400-1600","15th–16th century",1
195533,"26.260.26","Louis XVI (1754–1793, r. 1774–93)",["Sèvres Manufactory","Jean-Etienne Mascret"],"http://images.metmuseum.org/CRDImages/es/original/66040.jpg","A.D. 1800-1900","1820",1
196030,"27.185.280","Beaker",,"http://images.metmuseum.org/CRDImages/es/original/69610.jpg","A.D. 1800-1900","ca. 1815",3
196378,"28.193","Louis Nicolas Victor de Félix, Comte du Muy and Marshal of France (1711–1775)","Jean Jacques Caffiéri","http://images.metmuseum.org/CRDImages/es/original/ES4754.jpg","A.D. 1600-1800","1776",1
196382,"28.217.3","Portrait of a lady",,"http://images.metmuseum.org/CRDImages/es/original/ES7750.jpg","A.D. 1800-1900","19th century",1
196482,"29.100.413","Study for a portrait of Mathilde Salle","Edgar Degas","http://images.metmuseum.org/CRDImages/es/original/76493.jpg",,"modeled ca. 1892, cast in 1920",1
196696,"30.135.13","Bust of a man",,"http://images.metmuseum.org/CRDImages/es/original/81174.jpg","A.D. 1400-1600","16th century",1
196773,"31.33.155","To Commemorate the Pazzi Conspiracy, 1478.","Bertoldo di Giovanni","http://images.metmuseum.org/CRDImages/es/original/82443.jpg","A.D. 1400-1600","1478",1
197107,"32.100.251","Portrait of Jeanne de Genouillac",,"http://images.metmuseum.org/CRDImages/es/original/150680.jpg","A.D. 1800-1900","probably first half 19th century",1
19719,"2007.362a, b","Joseph Barrell, Jr. (1765-1801)","Nathaniel Hancock","http://images.metmuseum.org/CRDImages/ap/original/DP157092.jpg","A.D. 1600-1800","ca. 1790",1
197226,"32.100.378","The Eagle of Sestos","Fra Xanto Avelli da Rovigo","http://images.metmuseum.org/CRDImages/es/original/DP154243.jpg","A.D. 1400-1600","1532",1
197475,"34.91","Félicité Sophie de Lannion, Duchesse de La Rochefoucauld, at the Age of 29 Years (1745–1830)","Jean-Baptiste Lemoyne the Younger","http://images.metmuseum.org/CRDImages/es/original/ES5995.jpg","A.D. 1600-1800","1774",1
197498,"34.165.22","Portrait of Dr. Henry Sacheverell",,"http://images.metmuseum.org/CRDImages/es/original/ES1076.jpg","A.D. 1600-1800","ca. 1745",1
19773,"2008.97","Portrait of a Lady","Frederick R. Spencer","http://images.metmuseum.org/CRDImages/ap/original/DP162981.jpg","A.D. 1800-1900","1830",1
197820,"36.159.2","Charles I",,"http://images.metmuseum.org/CRDImages/es/original/DP159496.jpg","A.D. 1600-1800","dated 1679",1
198165,"38.145.38","Marie Louise (1791–1847), Empress of the French, Second Wife of Napoleon Bonaparte","Giovanni Antonio Santarelli","http://images.metmuseum.org/CRDImages/es/original/116281.jpg","A.D. 1800-1900","early 19th century",1
198179,"38.145.145","Portrait of a man",,"http://images.metmuseum.org/CRDImages/es/original/130331.jpg","A.D. 1600-1800","18th century (?)",1
198244,"38.145.215","Portrait medallion",,"http://images.metmuseum.org/CRDImages/es/original/130368.jpg","A.D. 1800-1900","late 19th century",1
198275,"38.150.14","Head of Hercules with the lion's skin and bust of Omphale",,"http://images.metmuseum.org/CRDImages/es/original/SF38_150_14_img1.jpg","A.D. 1400-1600","mid-16th century",1
198281,"38.150.20","Bust of a woman",,"http://images.metmuseum.org/CRDImages/es/original/120902.jpg","A.D. 1800-1900","19th century",1
198285,"38.150.24","Head of a maiden",,"http://images.metmuseum.org/CRDImages/es/original/117547.jpg","A.D. 1400-1600","early 16th century",1
198337,"39.22.13","Bust of the Emperor Vespasian (Titus Flavius Vespasianus, 9-79)",,"http://images.metmuseum.org/CRDImages/es/original/SF39_22_13.jpg","A.D. 1600-1800","17th–18th century",1
198340,"39.22.16","Head of a youth and Agnus Dei with arms of Paul V (Camillo Borghese, Pope 1605-1621)",,"http://images.metmuseum.org/CRDImages/es/original/SF39_22_16_img1.jpg","A.D. 1600-1800","probably early 17th century",1
198356,"39.22.32","Head of Jupiter",,"http://images.metmuseum.org/CRDImages/es/original/SF39_22_32.jpg","A.D. 1600-1800","probably late 18th century",1
198365,"39.22.41","Confronted busts of the Emperor Hadrian (Publius Aelius Hadrianus, 76-138) and his favorite, Antinous (d. 130)",,"http://images.metmuseum.org/CRDImages/es/original/SF39_22_41.jpg","A.D. 1600-1800","mid-18th century",2
198369,"39.22.45","Jugate portrait of a couple in Roman style","Giovanni Pichler","http://images.metmuseum.org/CRDImages/es/original/SF39_22_45_img1.jpg","A.D. 1600-1800","ca. 1775–80",2
198558,"39.180.2","Portrait of a man",,"http://images.metmuseum.org/CRDImages/es/original/120058.jpg","A.D. 1800-1900","early 19th century",1
198569,"40.14.2a, b","Bust of Christ",,"http://images.metmuseum.org/CRDImages/es/original/120289.jpg","A.D. 1400-1600","late 16th century",1
198605,"40.20.24","Bust of Jupiter",,"http://images.metmuseum.org/CRDImages/es/original/SF40_20_24.jpg","A.D. 1800-1900","early 19th century",22
198617,"40.20.36","Bust of a young woman","Giuseppe Girometti","http://images.metmuseum.org/CRDImages/es/original/SF40_20_36.jpg","A.D. 1800-1900","early 19th century",1
198625,"40.20.44","Bust of a bacchante","Nicola Morelli","http://images.metmuseum.org/CRDImages/es/original/SF40_20_44.jpg","A.D. 1800-1900","1820–38",1
198713,"41.78","Catherine II of Russia","Philippe de Lasalle","http://images.metmuseum.org/CRDImages/es/original/123886.jpg","A.D. 1600-1800","ca. 1771",1
198759,"41.100.237","Boy holding a dog","Tommaso Fiamberti","http://images.metmuseum.org/CRDImages/es/original/124686.jpg","A.D. 1400-1600","late 15th century",2
198760,"41.100.238","Saint John the Baptist","Antonio Rossellino","http://images.metmuseum.org/CRDImages/es/original/219354.jpg","A.D. 1400-1600","15th century (?)",2
198765,"41.100.243","Louis of France, Grand Dauphin (1661–1711)","François Girardon","http://images.metmuseum.org/CRDImages/es/original/124689(D.jpg","A.D. 1600-1800","late 17th century",1
198766,"41.100.244","Louis XV (1710–1774), King of France",["Jean-Baptiste Lemoyne the Younger","Mme de Pompadour"],"http://images.metmuseum.org/CRDImages/es/original/DP217996.jpg","A.D. 1600-1800","1757",1
199000,"41.190.479","Bust of a gentleman in contemporary dress",,"http://images.metmuseum.org/CRDImages/es/original/130212.jpg","A.D. 1400-1600","ca. 1525–30 (?)",1
199091,"42.76.24","Coenraad Jacob Temminck",["Josiah Wedgwood  Sons","Josiah Wedgwood"],"http://images.metmuseum.org/CRDImages/es/original/128583_.jpg","A.D. 1600-1800","late 18th century",1
199094,"42.76.27","Frederick Augustus, Duke of York",["Josiah Wedgwood  Sons","Josiah Wedgwood"],"http://images.metmuseum.org/CRDImages/es/original/128586.jpg","A.D. 1600-1800","late 18th century",1
199098,"42.76.31","Warren Hastings",["Josiah Wedgwood  Sons","Josiah Wedgwood"],"http://images.metmuseum.org/CRDImages/es/original/128590.jpg","A.D. 1600-1800","late 18th century",1
199101,"42.76.35","Ferdinand, Duke of Brunswick",["Josiah Wedgwood  Sons","Josiah Wedgwood"],"http://images.metmuseum.org/CRDImages/es/original/128593.jpg","A.D. 1600-1800","late 18th century",1
199671,"45.128.2","George Washington",["Charles Willson Peale","Louis Jacques Pilon"],"http://images.metmuseum.org/CRDImages/es/original/135250.jpg","A.D. 1600-1800","1781",1
199721,"46.85.14","Storage jar (Albarello) with profile portrait",,"http://images.metmuseum.org/CRDImages/es/original/DP269836.jpg","A.D. 1400-1600","ca. 1470–1500",1
199733,"46.85.26","Two-handled storage jar with the Orsini arms and the profile head of a man",,"http://images.metmuseum.org/CRDImages/es/original/136538.jpg","A.D. 1400-1600","ca. 1460–80",1
199763,"46.123.1","Unidentified woman","Jean-Baptiste Lemoyne the Younger","http://images.metmuseum.org/CRDImages/es/original/136999.jpg","A.D. 1600-1800","18th century",1
200152,"48.187.120a, b","Box (one of a pair) (part of a toilet service)","Jean-Baptiste Boullemer","http://images.metmuseum.org/CRDImages/es/original/146011.jpg","A.D. 1600-1800","1726–28",1
200564,"49.7.70","Madame de Pompadour (1721–1764)","Jean-Baptiste Pigalle","http://images.metmuseum.org/CRDImages/es/original/DP221962.jpg","A.D. 1600-1800","1748–51",1
200565,"49.7.71a–c","Portrait of a girl",,"http://images.metmuseum.org/CRDImages/es/original/147767.jpg","A.D. 1600-1800","18th century",1
200567,"49.7.73","Geneviève-Françoise Randon de Malboissière (1740–1766)","Jean-Baptiste Lemoyne the Younger","http://images.metmuseum.org/CRDImages/es/original/ES4844.jpg","A.D. 1600-1800","1768",1
200663,"50.145.61","Henry IV","Joseph Rosset","http://images.metmuseum.org/CRDImages/es/original/148275.jpg","A.D. 1600-1800","18th century",1
200668,"50.145.66","Sabine Houdon (1787–1836)","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/DP242660.jpg","A.D. 1600-1800","1788",1
200691,"50.187.15","Carus (Marcus Aurelius Carus)","Josiah Wedgwood","http://images.metmuseum.org/CRDImages/es/original/148917.jpg","A.D. 1600-1800","18th century",1
200717,"50.187.42","Portrait of a lady","Antonio Abondio","http://images.metmuseum.org/CRDImages/es/original/149031.jpg","A.D. 1400-1600","16th century (?)",1
200718,"50.187.43","Portrait of a lady","Antonio Abondio","http://images.metmuseum.org/CRDImages/es/original/149032.jpg","A.D. 1400-1600","16th century (?)",1
200770,"50.211.55","Sauceboat","Vauxhall","http://images.metmuseum.org/CRDImages/es/original/148724.jpg","A.D. 1600-1800","ca. 1758",1
201593,"53.201","Cardinal Scipione Borghese (1576–1633)","Giuliano Finelli","http://images.metmuseum.org/CRDImages/es/original/DP249585.jpg","A.D. 1600-1800","1631–32",1
201876,"55.216.1","Bust of a Spanish nobleman","Alcora factory","http://images.metmuseum.org/CRDImages/es/original/ES1736.jpg","A.D. 1600-1800","ca. 1750",1
201893,"56.97","Head of the Virgin Annunciate",,"http://images.metmuseum.org/CRDImages/es/original/161272.jpg","A.D. 1600-1800","mid-17th century",1
201925,"56.232","Dr. Elias A. Lowe","Sir Jacob Epstein","http://images.metmuseum.org/CRDImages/es/original/162490.jpg","A.D. 1900-present","1953",1
202585,"61.220.3","Cream jug (part of a service)","Samuel Hennell","http://images.metmuseum.org/CRDImages/es/original/ES1856.jpg","A.D. 1800-1900","1806–7",1
203110,"64.101.107","Child","Meissen Manufactory","http://images.metmuseum.org/CRDImages/es/original/183932.jpg","A.D. 1600-1800","ca. 1715",2
203111,"64.101.108","Wax model for the bust of a child","Meissen Manufactory","http://images.metmuseum.org/CRDImages/es/original/183932.jpg","A.D. 1600-1800","ca. 1715",2
203305,"64.101.418a, b","King George II, 1683–1727 (reigned 1727–60)",,"http://images.metmuseum.org/CRDImages/es/original/DP252832.jpg","A.D. 1600-1800","ca. 1760",1
203491,"64.101.648","Bust of Harlequin","Chelsea Porcelain Manufactory","http://images.metmuseum.org/CRDImages/es/original/ES4199.jpg","A.D. 1600-1800","ca. 1765",1
203517,"64.101.676 ab","Female bust","Chelsea Porcelain Manufactory","http://images.metmuseum.org/CRDImages/es/original/ES4199.jpg","A.D. 1600-1800","ca. 1765",1
203620,"64.101.802","Prince George",,"http://images.metmuseum.org/CRDImages/es/original/ES2031.jpg","A.D. 1600-1800","1751–53",1
203893,"64.101.1223","Mirror","Johannes Hannart ( Jan Hanat)","http://images.metmuseum.org/CRDImages/es/original/DP105758.jpg","A.D. 1600-1800","ca. 1685–1700",1
203904,"64.101.1331a, b","Portrait of George II (reigned 1727–60)",["John van Beaver","Robert Baillie"],"http://images.metmuseum.org/CRDImages/es/original/DP130340.jpg","A.D. 1600-1800","1732–37",1
204012,"64.101.1630","Louis XV","Jean-Baptiste Lemoyne the Younger","http://images.metmuseum.org/CRDImages/es/original/DT229157.jpg","A.D. 1800-1900","probably 19th century",1
204269,"64.164.173","Joseph (from a nativity)",,"http://images.metmuseum.org/CRDImages/es/original/DP105184.jpg","A.D. 1600-1800","18th century (?) possibly later",1
204684,"66.129a, b","Marquis Jean Deydé (1617–1687)","Christophe Veyrier","http://images.metmuseum.org/CRDImages/es/original/ES4880.jpg","A.D. 1600-1800","1684",1
204706,"66.210a, b","Samuel Bernard (1651–1739)","Guillaume Coustou the Elder","http://images.metmuseum.org/CRDImages/es/original/DP234067.jpg","A.D. 1600-1800","ca. 1727",1
204840,"68.82","Bust of Voltaire","Paul-Louis Cyfflé","http://images.metmuseum.org/CRDImages/es/original/189410.jpg","A.D. 1600-1800","1769–77",1
204850,"68.141.10","Young St. John the Baptist","Antonio Lombardo","http://images.metmuseum.org/CRDImages/es/original/DP200062.jpg","A.D. 1400-1600","early 16th century",1
204856,"68.141.22","Bust of a Roman",,"http://images.metmuseum.org/CRDImages/es/original/ES2179.jpg","A.D. 1400-1600","mid-16th century",1
205109,"69.82","Giovanni Andrea Muti","Bernardino Cametti","http://images.metmuseum.org/CRDImages/es/original/191052.jpg","A.D. 1600-1800","ca. 1725",1
205149,"69.253","Saint John the Baptist","Mino da Fiesole (Mino di Giovanni)","http://images.metmuseum.org/CRDImages/es/original/192535.jpg","A.D. 1400-1600","last quarter 15th century",1
205258,"1970.265","Cardinal Giuseppe Maria Feroni (1699–1767)","André Jean Lebrun","http://images.metmuseum.org/CRDImages/es/original/195246.jpg","A.D. 1600-1800","ca. 1767",1
205459,"1972.61","Voltaire (François Marie Arouet de Voltaire) (1696–1778)","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/ES7495.jpg","A.D. 1600-1800","1778",1
205514,"1973.184.1","Georges-Louis-Leclerc, comte de Buffon (1707–1788)","Jean Antoine Houdon","http://images.metmuseum.org/CRDImages/es/original/204908.jpg","A.D. 1600-1800","1782",1
205689,"1974.28.190","Welcome panel",,"http://images.metmuseum.org/CRDImages/es/original/ES2318.jpg","A.D. 1600-1800","early 17th century",1
205710,"1974.232.2","The Happy Family",["Meissen Manufactory","Johann Joachim Kändler"],"http://images.metmuseum.org/CRDImages/es/original/ES2323.jpg","A.D. 1600-1800","ca. 1745",1
206036,"1974.356.515","Bust of a laughing boy",["Nymphenburg Porcelain Manufactory","Franz Anton Bustelli"],"http://images.metmuseum.org/CRDImages/es/original/205204.jpg","A.D. 1600-1800","1761",1
206321,"1975.87","Triptych","The Kremlin Armory Workshops, Moscow","http://images.metmuseum.org/CRDImages/es/original/ES4722.jpg","A.D. 1600-1800","1637",1
206345,"1975.433.2","Lady",,"http://images.metmuseum.org/CRDImages/es/original/ES2574.jpg","A.D. 1600-1800","18th century",1
206561,"1976.242","Boy as Cupid","Joseph Chinard","http://images.metmuseum.org/CRDImages/es/original/ES2780.jpg",,"ca. 1802–4",1
206710,"1978.1","Bust of a girl veiled and crowned with flowers","Pierre Julien","http://images.metmuseum.org/CRDImages/es/original/ES4832.jpg","A.D. 1600-1800","ca. 1779",1
207011,"1982.60.106","Paolo Giordano II Orsini, Duke of Bracciano","Johann Jakob Kornmann","http://images.metmuseum.org/CRDImages/es/original/DT8928.jpg","A.D. 1600-1800","ca. 1625–35",1
207029,"1982.60.126","Girl Braiding her Hair","Barthélemy Prieur","http://images.metmuseum.org/CRDImages/es/original/ES7371.jpg","A.D. 1600-1800","1600–1610",1
207478,"1984.135","Young woman","Mino da Fiesole (Mino di Giovanni)","http://images.metmuseum.org/CRDImages/es/original/237112.jpg","A.D. 1800-1900","ca. 1875",1
207491,"1984.364.8","Head of Nijinsky",["Auguste Rodin","Alexis Rudier"],"http://images.metmuseum.org/CRDImages/es/original/241976.jpg","A.D. 1900-present","modeled in 1912, this bronze cast after 1967",1
207543,"1985.333","Pedrolino",["Cozzi manufactory","Johann Esaias Nilson"],"http://images.metmuseum.org/CRDImages/es/original/DP144794.jpg","A.D. 1600-1800","ca. 1767",1
207570,"1986.157.1","Saint John the Evangelist","Hendrik-Frans Verbruggen","http://images.metmuseum.org/CRDImages/es/original/239844.jpg","A.D. 1600-1800","late 17th century",1
207683,"1987.87","Girl in a Straw Bonnet","Albert-Ernest Carrier-Belleuse","http://images.metmuseum.org/CRDImages/es/original/DP236921.jpg","A.D. 1800-1900","ca. 1865–70",1
207805,"1989.290","Rachel Fanny Antonina Le Despencer","John Bacon the Younger","http://images.metmuseum.org/CRDImages/es/original/ES4759.jpg","A.D. 1800-1900","ca. 1820",1
208148,"1993.332.1","Cosimo III de' Medici (1642–1723), Grand Duke of Tuscany","Giovanni Battista Foggini","http://images.metmuseum.org/CRDImages/es/original/DP246610.jpg","A.D. 1600-1800","ca. 1680–82",1
208173,"1994.42","Portrait of a young woman","Henri, Baron de Triqueti","http://images.metmuseum.org/CRDImages/es/original/ES5473.jpg","A.D. 1800-1900","1850",1
208183,"1994.295a, b","Arthur Wellesley (1769–1852), 1st Duke of Wellington","Sir Francis Chantrey","http://images.metmuseum.org/CRDImages/es/original/ES5535.jpg","A.D. 1800-1900","1823",1
2082,"X.139.1","Cloak Pin",,"http://images.metmuseum.org/CRDImages/ad/original/69013.jpg",,"1750–1800",1
2084,"X.139.3","Cloak Pin",,"http://images.metmuseum.org/CRDImages/ad/original/69015.jpg",,"1750–1800",1
2086,"X.139.5","Cloak Pin",,"http://images.metmuseum.org/CRDImages/ad/original/69017.jpg",,"1750–1800",1
2087,"X.139.6","Cloak Pin",,"http://images.metmuseum.org/CRDImages/ad/original/69018.jpg",,"1750–1800",1
208803,"X.232","Alexander Hamilton","Giuseppe Ceracchi","http://images.metmuseum.org/CRDImages/es/original/118753.jpg","A.D. 1600-1800","1794",1
208887,"1977.22.9","Plate (part of a set)",,"http://images.metmuseum.org/CRDImages/es/original/216404.jpg","A.D. 1600-1800","ca. 1660–90",1
209001,"27.21.5","The Age of Innocence","A. Drury","http://images.metmuseum.org/CRDImages/es/original/66896.jpg","A.D. 1800-1900","19th century",1
209075,"1979.275.2","Laurence Sterne (1713–1768)","Joseph Nollekens","http://images.metmuseum.org/CRDImages/es/original/ES2732.jpg","A.D. 1600-1800","first modeled 1765–66",1
209124,"41.190.493c","Panel (part of a set)","Nicolas Castille","http://images.metmuseum.org/CRDImages/es/original/129563.jpg","A.D. 1400-1600","ca. 1510",3
209190,"1976.422.6","Portrait of a lady","Norbert Michael Schrödl","http://images.metmuseum.org/CRDImages/es/original/216153.jpg","A.D. 1800-1900","1850",1
209422,"1999.341","Bust of a gentleman","John Gibson","http://images.metmuseum.org/CRDImages/es/original/268843.jpg","A.D. 1800-1900","ca. 1830–40",1
