id,accession number,title,who,image,when,date,numTags,whatString,collPage,gallery-id,,,,,,,,,,,,,,,
242014,74.51.2461,Limestone statue of a bearded man with votive offerings,,http://images.metmuseum.org/CRDImages/gr/original/DT201085.jpg,1000 B.C.-A.D. 1,ca. 475â€“450 B.C.,1,"[""Sculpture"",""Stone"",""Limestone"",""Statues""]",http://www.metmuseum.org/Collections/search-the-collections/242014,175,,,,,,,,,,,,,,,
242183,74.51.2632,Limestone head of male votary with fillet,,http://images.metmuseum.org/CRDImages/gr/original/DP263918.jpg,1000 B.C.-A.D. 1,late 6th or early 5th century B.C.,1,"[""Costume"",""Sculpture"",""Stone"",""Limestone"",""Wreaths""]",http://www.metmuseum.org/Collections/search-the-collections/242183,175,,,,,,,,,,,,,,,
242383,74.51.2832,Limestone beardless male head with ivy wreath,,http://images.metmuseum.org/CRDImages/gr/original/DP263937.jpg,1000 B.C.-A.D. 1,late 6th or early 5th century B.C.,1,"[""Costume"",""Sculpture"",""Stone"",""Limestone"",""Wreaths""]",http://www.metmuseum.org/Collections/search-the-collections/242383,175,,,,,,,,,,,,,,,
239903,74.51.318,Glass double head-shaped flask,,http://images.metmuseum.org/CRDImages/gr/original/DP233495.jpg,A.D. 1-500,early 3rd century A.D.,1,"[""Glass"",""Flasks""]",http://www.metmuseum.org/Collections/search-the-collections/239903,176,754,,,,,,,,,,,,,,
242354,74.51.2803,Limestone head of beardless male votary with wreath of leaves,,http://images.metmuseum.org/CRDImages/gr/original/DT241327.jpg,1000 B.C.-A.D. 1,late 2nd century B.C.(?),1,"[""Sculpture"",""Stone"",""Limestone""]",http://www.metmuseum.org/Collections/search-the-collections/242354,176,,,,,,,,,,,,,,,
242357,74.51.2806,Limestone head of beardless male votary with wreath of leaves,,http://images.metmuseum.org/CRDImages/gr/original/DT241329.jpg,1000 B.C.-A.D. 1,midâ€“3rd century B.C.,1,"[""Costume"",""Sculpture"",""Stone"",""Limestone"",""Wreaths""]",http://www.metmuseum.org/Collections/search-the-collections/242357,176,,,,,,,,,,,,,,,
242800,74.51.3367,Gold and copper alloy spiral with lion-head terminal,,http://images.metmuseum.org/CRDImages/gr/original/GR566.jpg,1000 B.C.-A.D. 1,2nd half of the 5th century B.C.,1,"[""Metal"",""Costume"",""Copper alloy"",""Silver"",""Gold"",""Jewelry"",""Copper"",""Ear ornaments"",""Earrings""]",http://www.metmuseum.org/Collections/search-the-collections/242800,176,,,,,,,,,,,,,,,
242836,74.51.3402,"Gold, beryl, and garnet earring with head of a doplhin",,http://images.metmuseum.org/CRDImages/gr/original/GR571.jpg,1000 B.C.-A.D. 1,2ndâ€“1st century B.C.,1,"[""Metal"",""Costume"",""Silver"",""Gold"",""Jewelry"",""Ear ornaments"",""Earrings"",""Beryl"",""Garnet""]",http://www.metmuseum.org/Collections/search-the-collections/242836,176,,,,,,,,,,,,,,,
21986,"04.3.235a, b",Visored Bascinet,,http://images.metmuseum.org/CRDImages/aa/original/sfeah04-3-235CRs4.jpg,,ca. 1375â€“1400,1,"[""Metal"",""Costume"",""Iron and iron alloy"",""Iron alloy"",""Steel"",""Helmets""]",http://www.metmuseum.org/Collections/search-the-collections/21986,373,"[""Ceramics"",""Clay"",""Vessels"",""Faience"",""Porcelain"",""Vases"",""Soft paste porcelain""]",http://www.metmuseum.org/Collections/search-the-collections/186836,529,,,,,,,,,,,,
191818,11.182.1,"Francesco Sforza (1401â€“1466), Fourth Duke of Milan (r. 1450â€“66)",,http://images.metmuseum.org/CRDImages/es/original/11567.jpg,A.D. 1400-1600,late 15th century,1,"[""Sculpture"",""Reliefs"",""Marble""]",http://www.metmuseum.org/Collections/search-the-collections/191818,500,,,,,,,,,,,,,,,
193706,17.190.965,Pendant (one of a pair),,http://images.metmuseum.org/CRDImages/es/original/DP154238.jpg,A.D. 1400-1600,second half 15th century,2,"[""Metal"",""Costume"",""Metalwork"",""Silver"",""Gilt"",""Jewelry"",""Pendants"",""Niellos""]",http://www.metmuseum.org/Collections/search-the-collections/193706,500,,,,,,,,,,,,,,,
193707,17.190.966,Pendant (one of a pair),,http://images.metmuseum.org/CRDImages/es/original/DP156275.jpg,A.D. 1400-1600,second half 15th century,2,"[""Metal"",""Costume"",""Metalwork"",""Silver"",""Gilt"",""Jewelry"",""Pendants"",""Niellos""]",http://www.metmuseum.org/Collections/search-the-collections/193707,500,,,,,,,,,,,,,,,
197226,32.100.378,The Eagle of Sestos,Fra Xanto Avelli da Rovigo,http://images.metmuseum.org/CRDImages/es/original/DP154243.jpg,A.D. 1400-1600,1532,1,"[""Ceramics"",""Pottery"",""Earthenware"",""Dishes"",""Maiolica""]",http://www.metmuseum.org/Collections/search-the-collections/197226,503,,,,,,,,,,,,,,,
208183,"1994.295a, b","Arthur Wellesley (1769â€“1852), 1st Duke of Wellington",Sir Francis Chantrey,http://images.metmuseum.org/CRDImages/es/original/ES5535.jpg,A.D. 1800-1900,1823,1,"[""Sculpture"",""Figures"",""Marble"",""Plaster"",""Busts"",""Scagliola""]",http://www.metmuseum.org/Collections/search-the-collections/208183,509,,,,,,,,,,,,,,,
209075,1979.275.2,Laurence Sterne (1713â€“1768),Joseph Nollekens,http://images.metmuseum.org/CRDImages/es/original/ES2732.jpg,A.D. 1600-1800,first modeled 1765â€“66,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/209075,509,,,,,,,,,,,,,,,
203620,64.101.802,Prince George,,http://images.metmuseum.org/CRDImages/es/original/ES2031.jpg,A.D. 1600-1800,1751â€“53,1,"[""Metal"",""Copper"",""Printing"",""Enamels"",""Enamel""]",http://www.metmuseum.org/Collections/search-the-collections/203620,510,,,,,,,,,,,,,,,
189758,07.225.505b,Female bust on an oval medallion draped with a garland (one of a pair),,http://images.metmuseum.org/CRDImages/es/original/5126.jpg,A.D. 1600-1800,1770â€“75,1,"[""Paintings"",""Canvas"",""Panels"",""Oil"",""Overdoors""]",http://www.metmuseum.org/Collections/search-the-collections/189758,522,,,,,,,,,,,,,,,
200152,"48.187.120a, b",Box (one of a pair) (part of a toilet service),Jean-Baptiste Boullemer,http://images.metmuseum.org/CRDImages/es/original/146011.jpg,A.D. 1600-1800,1726â€“28,1,"[""Metal"",""Metalwork"",""Silver"",""Boxes""]",http://www.metmuseum.org/Collections/search-the-collections/200152,522,,,,,,,,,,,,,,,
232048,"48.187.121a, b",Box (one of a pair) (part of a toilet service),Jean-Baptiste Boullemer,http://images.metmuseum.org/CRDImages/es/original/146013.jpg,A.D. 1600-1800,1726â€“28,1,"[""Metal"",""Metalwork"",""Silver"",""Boxes""]",http://www.metmuseum.org/Collections/search-the-collections/232048,522,,,,,,,,,,,,,,,
197475,34.91,"FÃ©licitÃ© Sophie de Lannion, Duchesse de La Rochefoucauld, at the Age of 29 Years (1745â€“1830)",Jean-Baptiste Lemoyne the Younger,http://images.metmuseum.org/CRDImages/es/original/ES5995.jpg,A.D. 1600-1800,1774,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/197475,526,,,,,,,,,,,,,,,
198765,41.100.243,"Louis of France, Grand Dauphin (1661â€“1711)",FranÃ§ois Girardon,http://images.metmuseum.org/CRDImages/es/original/124689(D.jpg,A.D. 1600-1800,late 17th century,1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/198765,532,,,,,,,,,,,,,,,
187165,89.2.13,Tobacco box,Johann Heinrich Giese,http://images.metmuseum.org/CRDImages/es/original/ES80.jpg,A.D. 1600-1800,ca. 1760â€“65,1,"[""Metal"",""Copper alloy"",""Metalwork"",""Copper"",""Brass"",""Boxes"",""Tobacco"",""Tobacco boxes""]",http://www.metmuseum.org/Collections/search-the-collections/187165,533,,,,,,,,,,,,,,,
192717,14.40.676,Julius Caesar,Andrea di Pietro di Marco Ferrucci,http://images.metmuseum.org/CRDImages/es/original/ES7940.jpg,A.D. 1400-1600,ca. 1512â€“14,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/192717,534,,,,,,,,,,,,,,,
198275,38.150.14,Head of Hercules with the lion's skin and bust of Omphale,,http://images.metmuseum.org/CRDImages/es/original/SF38_150_14_img1.jpg,A.D. 1400-1600,mid-16th century,1,"[""Sculpture"",""Chalcedony"",""Gems"",""Agate"",""Cameos""]",http://www.metmuseum.org/Collections/search-the-collections/198275,536,,,,,,,,,,,,,,,
198569,"40.14.2a, b",Bust of Christ,,http://images.metmuseum.org/CRDImages/es/original/120289.jpg,A.D. 1400-1600,late 16th century,1,"[""Metal"",""Sculpture"",""Copper alloy"",""Silver"",""Bronze"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/198569,536,,,,,,,,,,,,,,,
207011,1982.60.106,"Paolo Giordano II Orsini, Duke of Bracciano",Johann Jakob Kornmann,http://images.metmuseum.org/CRDImages/es/original/DT8928.jpg,A.D. 1600-1800,ca. 1625â€“35,1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Gilt"",""Figures"",""Lacquer"",""Busts"",""Patina""]",http://www.metmuseum.org/Collections/search-the-collections/207011,542,http://www.metmuseum.org/Collections/search-the-collections/190746,,,,,,,,,,,,,,
207029,1982.60.126,Girl Braiding her Hair,BarthÃ©lemy Prieur,http://images.metmuseum.org/CRDImages/es/original/ES7371.jpg,A.D. 1600-1800,1600â€“1610,1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Statues"",""Figurines"",""Lacquer"",""Patina""]",http://www.metmuseum.org/Collections/search-the-collections/207029,542,,,,,,,,,,,,,,,
192742,14.40.701,Portrait of an unidentified gentleman,LÃ©onard Limosin,http://images.metmuseum.org/CRDImages/es/original/150677.jpg,A.D. 1400-1600,mid-16th century,1,"[""Metal"",""Copper"",""Painting"",""Enamels"",""Plaques"",""Enamel""]",http://www.metmuseum.org/Collections/search-the-collections/192742,544,,,,,,,,,,,,,,,
199000,41.190.479,Bust of a gentleman in contemporary dress,,http://images.metmuseum.org/CRDImages/es/original/130212.jpg,A.D. 1400-1600,ca. 1525â€“30 (?),1,"[""Sculpture"",""Limestone"",""Roundels""]",http://www.metmuseum.org/Collections/search-the-collections/199000,544,,,,,,,,,,,,,,,
209124,41.190.493c,Panel (part of a set),Nicolas Castille,http://images.metmuseum.org/CRDImages/es/original/129563.jpg,A.D. 1400-1600,ca. 1510,3,"[""Wood"",""Panels"",""Woodwork"",""Oak""]",http://www.metmuseum.org/Collections/search-the-collections/209124,544,,,,,,,,,,,,,,,
196378,28.193,"Louis Nicolas Victor de FÃ©lix, Comte du Muy and Marshal of France (1711â€“1775)",Jean Jacques CaffiÃ©ri,http://images.metmuseum.org/CRDImages/es/original/ES4754.jpg,A.D. 1600-1800,1776,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/196378,549,,,,,,,,,,,,,,,
200567,49.7.73,GeneviÃ¨ve-FranÃ§oise Randon de MalboissiÃ¨re (1740â€“1766),Jean-Baptiste Lemoyne the Younger,http://images.metmuseum.org/CRDImages/es/original/ES4844.jpg,A.D. 1600-1800,1768,1,"[""Sculpture"",""Figures"",""Marble"",""Busts"",""Plinths""]",http://www.metmuseum.org/Collections/search-the-collections/200567,549,,,,,,,,,,,,,,,
204684,"66.129a, b",Marquis Jean DeydÃ© (1617â€“1687),Christophe Veyrier,http://images.metmuseum.org/CRDImages/es/original/ES4880.jpg,A.D. 1600-1800,1684,1,"[""Sculpture"",""Figures"",""Marble"",""Busts"",""Pedestals""]",http://www.metmuseum.org/Collections/search-the-collections/204684,549,,,,,,,,,,,,,,,
204706,"66.210a, b",Samuel Bernard (1651â€“1739),Guillaume Coustou the Elder,http://images.metmuseum.org/CRDImages/es/original/DP234067.jpg,A.D. 1600-1800,ca. 1727,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/204706,549,,,,,,,,,,,,,,,
205109,69.82,Giovanni Andrea Muti,Bernardino Cametti,http://images.metmuseum.org/CRDImages/es/original/191052.jpg,A.D. 1600-1800,ca. 1725,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/205109,549,,,,,,,,,,,,,,,
205258,1970.265,Cardinal Giuseppe Maria Feroni (1699â€“1767),AndrÃ© Jean Lebrun,http://images.metmuseum.org/CRDImages/es/original/195246.jpg,A.D. 1600-1800,ca. 1767,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/205258,549,,,,,,,,,,,,,,,
201893,56.97,Head of the Virgin Annunciate,,http://images.metmuseum.org/CRDImages/es/original/161272.jpg,A.D. 1600-1800,mid-17th century,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/201893,550,,,,,,,,,,,,,,,
208148,1993.332.1,"Cosimo III de' Medici (1642â€“1723), Grand Duke of Tuscany",Giovanni Battista Foggini,http://images.metmuseum.org/CRDImages/es/original/DP246610.jpg,A.D. 1600-1800,ca. 1680â€“82,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/208148,551,,,,,,,,,,,,,,,
192711,14.40.670,Louise Brongniart,Jean Antoine Houdon,http://images.metmuseum.org/CRDImages/es/original/DP105161.jpg,A.D. 1600-1800,"1779, after a portrait of 1777",1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/192711,552,,,,,,,,,,,,,,,
200668,50.145.66,Sabine Houdon (1787â€“1836),Jean Antoine Houdon,http://images.metmuseum.org/CRDImages/es/original/DP242660.jpg,A.D. 1600-1800,1788,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/200668,552,,,,,,,,,,,,,,,
205459,1972.61,Voltaire (FranÃ§ois Marie Arouet de Voltaire) (1696â€“1778),Jean Antoine Houdon,http://images.metmuseum.org/CRDImages/es/original/ES7495.jpg,A.D. 1600-1800,1778,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/205459,552,,,,,,,,,,,,,,,
206710,1978.1,Bust of a girl veiled and crowned with flowers,Pierre Julien,http://images.metmuseum.org/CRDImages/es/original/ES4832.jpg,A.D. 1600-1800,ca. 1779,1,"[""Sculpture"",""Clay"",""Terracotta"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/206710,552,,,,,,,,,,,,,,,
208173,1994.42,Portrait of a young woman,"Henri, Baron de Triqueti",http://images.metmuseum.org/CRDImages/es/original/ES5473.jpg,A.D. 1800-1900,1850,1,"[""Sculpture"",""Medals"",""Marble"",""Medallions""]",http://www.metmuseum.org/Collections/search-the-collections/208173,554,,,,,,,,,,,,,,,
210670,2000.630.2,Bust of a young woman,Jean-Pierre Dantan the Younger,http://images.metmuseum.org/CRDImages/es/original/ES7905.jpg,A.D. 1800-1900,1836,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/210670,554,,,,,,,,,,,,,,,
207683,1987.87,Girl in a Straw Bonnet,Albert-Ernest Carrier-Belleuse,http://images.metmuseum.org/CRDImages/es/original/DP236921.jpg,A.D. 1800-1900,ca. 1865â€“70,1,"[""Sculpture"",""Clay"",""Terracotta"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/207683,556,,,,,,,,,,,,,,,
209190,1976.422.6,Portrait of a lady,Norbert Michael SchrÃ¶dl,http://images.metmuseum.org/CRDImages/es/original/216153.jpg,A.D. 1800-1900,1850,1,"[""Metal"",""Sculpture"",""Gilt"",""Bone"",""Ivory"",""Reliefs"",""Frames"",""Miniature""]",http://www.metmuseum.org/Collections/search-the-collections/209190,556,,,,,,,,,,,,,,,
194671,21.59,Luisa Deti (d. 1557),Ippolito Buzio,http://images.metmuseum.org/CRDImages/es/original/ES705.jpg,A.D. 1600-1800,1604,2,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/194671,601,,,,,,,,,,,,,,,
201593,53.201,Cardinal Scipione Borghese (1576â€“1633),Giuliano Finelli,http://images.metmuseum.org/CRDImages/es/original/DP249585.jpg,A.D. 1600-1800,1631â€“32,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/201593,601,,,,,,,,,,,,,,,
199721,46.85.14,Storage jar (Albarello) with profile portrait,,http://images.metmuseum.org/CRDImages/es/original/DP269836.jpg,A.D. 1400-1600,ca. 1470â€“1500,1,"[""Ceramics"",""Vessels"",""Pottery"",""Earthenware"",""Jars"",""Glazing"",""Maiolica"",""Apothecary jars"",""Albarelli""]",http://www.metmuseum.org/Collections/search-the-collections/199721,604,,,,,,,,,,,,,,,
199733,46.85.26,Two-handled storage jar with the Orsini arms and the profile head of a man,,http://images.metmuseum.org/CRDImages/es/original/136538.jpg,A.D. 1400-1600,ca. 1460â€“80,1,"[""Ceramics"",""Vessels"",""Pottery"",""Earthenware"",""Jars"",""Glazing"",""Maiolica""]",http://www.metmuseum.org/Collections/search-the-collections/199733,604,,,,,,,,,,,,,,,
192715,14.40.674,"Cardinal Guillaume d'Estouteville (1403â€“1483), Bishop of Ostia and Cardinal Archbishop of Rouen",Mino da Fiesole (Mino di Giovanni),http://images.metmuseum.org/CRDImages/es/original/DP241472.jpg,A.D. 1400-1600,third quarter 15th century,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/192715,605,,,,,,,,,,,,,,,
192728,14.40.688,Young St. John the Baptist,Mino da Fiesole (Mino di Giovanni),http://images.metmuseum.org/CRDImages/es/original/23392.jpg,A.D. 1400-1600,15th century,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/192728,605,,,,,,,,,,,,,,,
200564,49.7.70,Madame de Pompadour (1721â€“1764),Jean-Baptiste Pigalle,http://images.metmuseum.org/CRDImages/es/original/DP221962.jpg,A.D. 1600-1800,1748â€“51,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/200564,616,,,,,,,,,,,,,,,
203893,64.101.1223,Mirror,Johannes Hannart ( Jan Hanat),http://images.metmuseum.org/CRDImages/es/original/DP105758.jpg,A.D. 1600-1800,ca. 1685â€“1700,1,"[""Glass"",""Wood"",""Furniture"",""Woodwork"",""Oak"",""Mirrors"",""Ebony"",""Boxwood""]",http://www.metmuseum.org/Collections/search-the-collections/203893,636,,,,,,,,,,,,,,,
11477,22.61,Boy and Duck,Frederick William MacMonnies,http://images.metmuseum.org/CRDImages/ap/original/22.61.jpg,,"1895â€“96, cast 1901",1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze""]",http://www.metmuseum.org/Collections/search-the-collections/11477,700,,,,,,,,,,,,,,,
12545,1977.135,Portrait of a Lady (possibly Tryntje Otten Veeder),Schuyler Limner,http://images.metmuseum.org/CRDImages/ap/original/DP227641.jpg,A.D. 1600-1800,1720â€“25,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/12545,713,,,,,,,,,,,,,,,
13331,65.34,"Portrait of a Boy, Probably of the Crossfield Family",William Williams,http://images.metmuseum.org/CRDImages/ap/original/ap65.34.jpg,A.D. 1600-1800,ca. 1770â€“75,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/13331,721,,,,,,,,,,,,,,,
12600,62.79.1,Francis Brinley,John Smibert,http://images.metmuseum.org/CRDImages/ap/original/DT53.jpg,A.D. 1600-1800,1729,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/12600,747,,,,,,,,,,,,,,,
12602,62.79.2,Mrs. Francis Brinley and Her Son Francis,John Smibert,http://images.metmuseum.org/CRDImages/ap/original/DT54.jpg,A.D. 1600-1800,1729,2,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/12602,747,,,,,,,,,,,,,,,
16594,2008.249.2,Ebenezer Storer II,John Singleton Copley,http://images.metmuseum.org/CRDImages/ap/original/DP227602.jpg,A.D. 1600-1800,ca. 1767,1,"[""Drawings"",""Paper"",""Canvas"",""Pastels""]",http://www.metmuseum.org/Collections/search-the-collections/16594,747,,,,,,,,,,,,,,,
10522,49.12,Daniel Crommelin Verplanck,John Singleton Copley,http://images.metmuseum.org/CRDImages/ap/original/DT58.jpg,A.D. 1600-1800,1771,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/10522,748,,,,,,,,,,,,,,,
10427,1985.141.1,Portrait of a Gentleman,George Catlin,http://images.metmuseum.org/CRDImages/ap/original/DP168883.jpg,A.D. 1800-1900,1827,1,"[""Paintings"",""Watercolors"",""Bone"",""Ivory"",""Miniatures""]",http://www.metmuseum.org/Collections/search-the-collections/10427,754,,,,,,,,,,,,,,,
15122,2006.235.117,Portrait of a Gentleman,Anna Claypoole Peale,http://images.metmuseum.org/CRDImages/ap/original/APS6621.jpg,,,1,"[""Paintings"",""Watercolors"",""Bone"",""Ivory"",""Miniatures""]",http://www.metmuseum.org/Collections/search-the-collections/15122,754,,,,,,,,,,,,,,,
15135,2006.235.141,Portrait of a Gentleman,James Peale,http://images.metmuseum.org/CRDImages/ap/original/APS6649.jpg,A.D. 1600-1800,1791,1,"[""Paintings"",""Watercolors"",""Bone"",""Ivory"",""Miniatures""]",http://www.metmuseum.org/Collections/search-the-collections/15135,754,,,,,,,,,,,,,,,
15179,2006.235.173,Portrait of a Lady,Moses . Russell,http://images.metmuseum.org/CRDImages/ap/original/APS6683.jpg,A.D. 1800-1900,,1,"[""Paintings"",""Watercolors"",""Bone"",""Ivory"",""Miniatures""]",http://www.metmuseum.org/Collections/search-the-collections/15179,754,,,,,,,,,,,,,,,
11055,23.102,Euphemia White Van Rensselaer,George P. A. Healy,http://images.metmuseum.org/CRDImages/ap/original/DT2051.jpg,A.D. 1800-1900,1842,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/11055,756,,,,,,,,,,,,,,,
19232,16.84,Head of a Spanish Peasant,Gertrude Vanderbilt Whitney,http://images.metmuseum.org/CRDImages/ap/original/34087.jpg,A.D. 1900-present,1911,1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/19232,772,,,,,,,,,,,,,,,
19322,58.157,The Masquerade Dress,Robert Henri,http://images.metmuseum.org/CRDImages/ap/original/DT1362.jpg,A.D. 1900-present,1911,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/19322,772,,,,,,,,,,,,,,,
10512,83.3,Cain,J. Stanley Connor,http://images.metmuseum.org/CRDImages/ap/original/83.3.jpg,A.D. 1800-1900,by 1883,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/10512,774,,,,,,,,,,,,,,,
10891,33.62,Augustus Saint-Gaudens,John Flanagan,http://images.metmuseum.org/CRDImages/ap/original/DP169687.jpg,A.D. 1900-present,"1905â€“24, cast 1924",1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/10891,774,,,,,,,,,,,,,,,
10970,X.331,Samuel Finley Breese Morse,Horatio Greenough,http://images.metmuseum.org/CRDImages/ap/original/X.331.L.jpg,,1831; cast probably 1928?,1,"[""Sculpture"",""Painting"",""Figures"",""Plaster"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/10970,774,,,,,,,,,,,,,,,
11443,20.55,Louise,Evelyn Beatrice Longman,http://images.metmuseum.org/CRDImages/ap/original/20.55.jpg,A.D. 1900-present,"1902; executed, 1910",1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/11443,774,,,,,,,,,,,,,,,
12933,1973.323.6,Portrait of a Little Girl Picking Grapes,,http://images.metmuseum.org/CRDImages/ap/original/DP221115.jpg,A.D. 1800-1900,1840â€“50,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/12933,774,,,,,,,,,,,,,,,
13155,98.9.6,Mrs. Olin Levi Warner,Olin Levi Warner,http://images.metmuseum.org/CRDImages/ap/original/98.9.6.jpg,A.D. 1800-1900,"1886â€“87, cast 1897â€“98",1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Figures"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/13155,774,,,,,,,,,,,,,,,
13358,67.55.162,Convent near Rome,George Henry Yewell,http://images.metmuseum.org/CRDImages/ap/original/ap67.55.162.jpg,A.D. 1800-1900,1870,1,"[""Paper"",""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/13358,774,,,,,,,,,,,,,,,
19260,1996.552,Portrait of a Girl,Robert Henri,http://images.metmuseum.org/CRDImages/ap/original/262458.jpg,A.D. 1900-present,1924,1,"[""Paintings"",""Canvas"",""Oil paintings""]",http://www.metmuseum.org/Collections/search-the-collections/19260,774,,,,,,,,,,,,,,,
192901,14.58.235,George Washington,Giuseppe Ceracchi,http://images.metmuseum.org/CRDImages/es/original/DT2029.jpg,A.D. 1600-1800,1795,1,"[""Sculpture"",""Figures"",""Marble"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/192901,774,,,,,,,,,,,,,,,
191850,12.12.6,The Head of Mrs. Russell,Auguste Rodin,http://images.metmuseum.org/CRDImages/es/original/ES267.jpg,,"probably modeled ca. 1890, this cast before 1912",1,"[""Sculpture"",""Figures"",""Plaster"",""Busts""]",http://www.metmuseum.org/Collections/search-the-collections/191850,800,,,,,,,,,,,,,,,
196482,29.100.413,Study for a portrait of Mathilde Salle,Edgar Degas,http://images.metmuseum.org/CRDImages/es/original/76493.jpg,,"modeled ca. 1892, cast in 1920",1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Marble""]",http://www.metmuseum.org/Collections/search-the-collections/196482,814,,,,,,,,,,,,,,,
268719,41.21.9,"Charles Hay Cameron, Esq., in His Garden at Freshwater",Julia Margaret Cameron,http://images.metmuseum.org/CRDImages/ph/original/DP295213.jpg,A.D. 1800-1900,1865â€“67,1,"[""Photographs"",""Albumen silver prints""]",http://www.metmuseum.org/Collections/search-the-collections/268719,852,,,,,,,,,,,,,,,
268988,46.1.45,Cecily Hamilton,Oscar Gustav Rejlander,http://images.metmuseum.org/CRDImages/ph/original/DP295241.jpg,A.D. 1800-1900,1863â€“1867,1,"[""Photographs"",""Albumen silver prints""]",http://www.metmuseum.org/Collections/search-the-collections/268988,852,,,,,,,,,,,,,,,
271522,69.607.9,Beatrice,Julia Margaret Cameron,http://images.metmuseum.org/CRDImages/ph/original/DP295214.jpg,A.D. 1800-1900,1866,1,"[""Photographs"",""Albumen silver prints""]",http://www.metmuseum.org/Collections/search-the-collections/271522,852,,,,,,,,,,,,,,,
190746,8.165,George Washington (1732â€“1799),"[""Tiffany & Co.""",Jean Antoine Houdon,Ferdinand Barbedienne],http://images.metmuseum.org/CRDImages/es/original/121469.jpg,,"19thâ€“early 20th century, cast after a model of 1788",1,"[""Metal"",""Sculpture"",""Copper alloy"",""Bronze"",""Figures"",""Busts"",""Patina""]",,,,,,,,,,,,,,,
